pokedex_number,name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,attack,defense,height_m,hp,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
374,Beldum,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,300,3,55,80,0.6,40,35,60,30,steel,psychic,95.2,3,0
375,Metang,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,420,3,75,100,1.2,60,55,80,50,steel,psychic,202.5,3,0
376,Metagross,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,700,3,145,150,1.6,80,105,110,110,steel,psychic,550,3,0
377,Regirock,"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,20480,35,580,3,100,200,1.7,80,50,100,50,rock,,230,3,1
378,Regice,"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,20480,35,580,3,50,100,1.8,80,100,200,50,ice,,175,3,1
379,Registeel,"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,20480,35,580,3,75,150,1.9,80,75,150,50,steel,,205,3,1
380,Latias,['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,100,120,1.4,80,140,150,110,dragon,psychic,40,3,1
381,Latios,['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,130,100,2,80,160,120,110,dragon,psychic,60,3,1
382,Kyogre,['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30720,0,770,3,150,90,4.5,100,180,160,90,water,,352,3,1
383,Groudon,['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,30720,0,770,3,180,160,3.5,100,150,90,90,ground,,950,3,1
384,Rayquaza,['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30720,0,780,45,180,100,7,105,180,100,115,dragon,flying,206.5,3,1
385,Jirachi,['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,100,600,3,100,100,0.3,100,100,100,100,steel,psychic,1.1,3,1
386,Deoxys,['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,95,90,1.7,50,95,90,180,psychic,,60.8,3,1
387,Turtwig,"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,68,64,0.4,55,45,55,31,grass,,10.2,4,0
388,Grotle,"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,89,85,1.1,75,55,65,36,grass,,97,4,0
389,Torterra,"['Overgrow', 'Shell Armor']",2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,5120,70,525,45,109,105,2.2,95,75,85,56,grass,ground,310,4,0
390,Chimchar,"['Blaze', 'Iron Fist']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,58,44,0.5,44,58,44,61,fire,,6.2,4,0
391,Monferno,"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,78,52,0.9,64,78,52,81,fire,fighting,22,4,0
392,Infernape,"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,534,45,104,71,1.2,76,104,71,108,fire,fighting,55,4,0
393,Piplup,"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,51,53,0.4,53,61,56,40,water,,5.2,4,0
394,Prinplup,"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,66,68,0.8,64,81,76,50,water,,23,4,0
395,Empoleon,"['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,5120,70,530,45,86,88,1.7,84,111,101,60,water,steel,84.5,4,0
396,Starly,"['Keen Eye', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,245,255,55,30,0.3,40,30,30,60,normal,flying,2,4,0
397,Staravia,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,340,120,75,50,0.6,55,40,40,80,normal,flying,15.5,4,0
398,Staraptor,"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,120,70,1.2,85,50,60,100,normal,flying,24.9,4,0
399,Bidoof,"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,250,255,45,40,0.5,59,35,40,31,normal,,20,4,0
400,Bibarel,"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,127,85,60,1,79,55,60,71,normal,water,31.5,4,0
401,Kricketot,"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,194,255,25,41,0.3,37,25,41,25,bug,,2.2,4,0
402,Kricketune,"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,384,45,85,51,1,77,55,51,65,bug,,25.5,4,0
403,Shinx,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,263,235,65,34,0.5,45,40,34,45,electric,,9.5,4,0
404,Luxio,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,363,120,85,49,0.9,60,60,49,60,electric,,30.5,4,0
405,Luxray,"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,523,45,120,79,1.4,80,95,79,70,electric,,42,4,0
406,Budew,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,280,255,30,35,0.2,40,50,70,55,grass,poison,1.2,4,0
407,Roserade,"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,515,75,70,65,0.9,60,125,105,90,grass,poison,14.5,4,0
408,Cranidos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,350,45,125,40,0.9,67,30,30,58,rock,,31.5,4,0
409,Rampardos,"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,495,45,165,60,1.6,97,65,50,58,rock,,102.5,4,0
410,Shieldon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,350,45,42,118,0.5,30,42,88,30,rock,steel,57,4,0
411,Bastiodon,"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,495,45,52,168,1.3,60,47,138,30,rock,steel,149.5,4,0
412,Burmy,"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,224,120,29,45,0.2,40,29,45,36,bug,,3.4,4,0
413,Wormadam,"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,69,95,0.5,60,69,95,36,bug,grass,6.5,4,0
414,Mothim,"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,424,45,94,50,0.9,70,94,50,66,bug,flying,23.3,4,0
415,Combee,"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,244,120,30,42,0.3,30,30,42,70,bug,flying,5.5,4,0
416,Vespiquen,"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,474,45,80,102,1.2,70,80,102,40,bug,flying,38.5,4,0
417,Pachirisu,"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,405,200,45,70,0.4,60,45,90,95,electric,,3.9,4,0
418,Buizel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,65,35,0.7,55,60,30,85,water,,29.5,4,0
419,Floatzel,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,495,75,105,55,1.1,85,85,50,115,water,,33.5,4,0
420,Cherubi,['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,275,190,35,45,0.4,45,62,53,35,grass,,3.3,4,0
421,Cherrim,['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,450,75,60,70,0.5,70,87,78,85,grass,,9.3,4,0
422,Shellos,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,48,48,0.3,76,57,62,34,water,,6.3,4,0
423,Gastrodon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,475,75,83,68,0.9,111,92,82,39,water,ground,29.9,4,0
424,Ambipom,"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,100,482,45,100,66,1.2,75,60,66,115,normal,,20.3,4,0
425,Drifloon,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,348,125,50,34,0.4,90,60,44,70,ghost,flying,1.2,4,0
426,Drifblim,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,498,60,80,44,1.2,150,90,54,80,ghost,flying,15,4,0
427,Buneary,"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,0,350,190,66,44,0.4,55,44,56,85,normal,,5.5,4,0
428,Lopunny,"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,580,60,136,94,1.2,65,54,96,135,normal,,33.3,4,0
429,Mismagius,['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,495,45,60,60,0.9,60,105,105,105,ghost,,4.4,4,0
430,Honchkrow,"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,505,30,125,52,0.9,100,105,52,71,dark,flying,27.3,4,0
431,Glameow,"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,310,190,55,42,0.5,49,42,37,85,normal,,3.9,4,0
432,Purugly,"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,452,75,82,64,1,71,64,59,112,normal,,43.8,4,0
433,Chingling,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,285,120,30,50,0.2,45,65,50,45,psychic,,0.6,4,0
434,Stunky,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,329,225,63,47,0.4,63,41,41,74,poison,dark,19.2,4,0
435,Skuntank,"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,479,60,93,67,1,103,71,61,84,poison,dark,38,4,0
436,Bronzor,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,300,255,24,86,0.5,57,24,86,23,steel,psychic,60.5,4,0
437,Bronzong,"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,500,90,89,116,1.3,67,79,116,33,steel,psychic,187,4,0
438,Bonsly,"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,290,255,80,95,0.5,50,10,45,10,rock,,15,4,0
439,Mime Jr.,"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,310,145,25,45,0.6,20,70,90,60,psychic,fairy,13,4,0
440,Happiny,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,220,130,5,5,0.6,100,15,65,30,normal,,24.4,4,0
441,Chatot,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,35,411,30,65,45,0.5,76,92,42,91,normal,flying,1.9,4,0
442,Spiritomb,"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,7680,70,485,100,92,108,1,50,92,108,35,ghost,dark,108,4,0
443,Gible,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,300,45,70,45,0.7,58,40,45,42,dragon,ground,20.5,4,0
444,Gabite,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,410,45,90,65,1.4,68,50,55,82,dragon,ground,56,4,0
445,Garchomp,"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,700,45,170,115,1.9,108,120,95,92,dragon,ground,95,4,0
446,Munchlax,"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,70,390,50,85,40,0.6,135,40,85,5,normal,,105,4,0
447,Riolu,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,285,75,70,40,0.7,40,35,40,60,fighting,,20.2,4,0
448,Lucario,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,6400,70,625,45,145,88,1.2,70,140,70,112,fighting,steel,54,4,0
449,Hippopotas,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,330,140,72,78,0.8,68,38,42,32,ground,,49.5,4,0
450,Hippowdon,"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,525,60,112,118,2,108,68,72,47,ground,,300,4,0
451,Skorupi,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,330,120,50,90,0.8,40,30,55,65,poison,bug,12,4,0
452,Drapion,"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,500,45,90,110,1.3,70,60,75,95,poison,dark,61.5,4,0
453,Croagunk,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,2560,100,300,140,61,40,0.7,48,61,40,50,poison,fighting,23,4,0
454,Toxicroak,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,5120,70,490,75,106,65,1.3,83,86,65,85,poison,fighting,44.4,4,0
455,Carnivine,['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,6400,70,454,200,100,72,1.4,74,90,72,46,grass,,27,4,0
456,Finneon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,49,56,0.4,49,49,61,66,water,,7,4,0
457,Lumineon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,460,75,69,76,1.2,69,69,86,91,water,,24,4,0
458,Mantyke,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,345,25,20,50,1,45,60,120,50,water,flying,65,4,0
459,Snover,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,334,120,62,50,1,60,62,60,40,grass,ice,50.5,4,0
460,Abomasnow,"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,594,60,132,105,2.2,90,132,105,30,grass,ice,135.5,4,0
461,Weavile,"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,510,45,120,65,1.1,70,45,85,125,dark,ice,34,4,0
462,Magnezone,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,535,30,70,115,1.2,70,130,90,60,electric,steel,180,4,0
463,Lickilicky,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,515,30,85,95,1.7,110,80,95,50,normal,,140,4,0
464,Rhyperior,"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,535,30,140,130,2.4,115,55,55,40,ground,rock,282.8,4,0
465,Tangrowth,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,535,30,100,125,2,100,110,50,50,grass,,128.6,4,0
466,Electivire,"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,540,30,123,67,1.8,75,95,85,95,electric,,138.6,4,0
467,Magmortar,"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,540,30,95,67,1.6,75,125,95,83,fire,,68,4,0
468,Togekiss,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,545,30,50,95,1.5,85,120,115,80,fairy,flying,38,4,0
469,Yanmega,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,515,30,76,86,1.9,86,116,56,95,bug,flying,51.5,4,0
470,Leafeon,"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,8960,35,525,45,110,130,1,65,60,65,95,grass,,25.5,4,0
471,Glaceon,"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,8960,35,525,45,60,110,0.8,65,130,95,65,ice,,25.9,4,0
472,Gliscor,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,510,30,95,125,2,75,45,75,95,ground,flying,42.5,4,0
473,Mamoswine,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,530,50,130,80,2.5,110,70,60,80,ice,ground,291,4,0
474,Porygon-Z,"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,535,30,80,70,0.9,85,135,75,90,normal,,34,4,0
475,Gallade,"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,35,618,45,165,95,1.6,68,65,115,110,psychic,fighting,52,4,0
476,Probopass,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,5120,70,525,60,55,145,1.4,60,75,150,40,rock,steel,340,4,0
477,Dusknoir,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,525,45,100,135,2.2,45,65,135,45,ghost,,106.6,4,0
478,Froslass,"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,5120,70,480,75,80,70,1.3,70,80,70,110,ice,ghost,26.6,4,0
479,Rotom,['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,520,45,65,107,0.3,50,105,107,86,electric,ghost,0.3,4,0
480,Uxie,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,75,130,0.3,75,75,130,95,psychic,,0.3,4,1
481,Mesprit,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,105,105,0.3,80,105,105,80,psychic,,0.3,4,1
482,Azelf,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,580,3,125,70,0.3,75,125,70,115,psychic,,0.3,4,1
483,Dialga,"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,30720,0,680,3,120,120,5.4,100,150,100,90,steel,dragon,683,4,1
484,Palkia,"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,30720,0,680,3,120,100,4.2,90,150,120,100,water,dragon,336,4,1
485,Heatran,"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,2560,100,600,3,90,106,1.7,91,130,106,77,fire,steel,430,4,1
486,Regigigas,['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,670,3,160,110,3.7,110,80,110,100,normal,,420,4,1
487,Giratina,"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,30720,0,680,3,120,100,4.5,150,120,100,90,ghost,dragon,750,4,1
488,Cresselia,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,100,600,3,70,120,1.5,120,75,130,85,psychic,,85.6,4,1
489,Phione,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,480,30,80,80,0.4,80,80,80,80,water,,3.1,4,0
490,Manaphy,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,2560,70,600,3,100,100,0.3,100,100,100,100,water,,1.4,4,1
491,Darkrai,['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30720,0,600,3,90,90,1.5,70,135,90,125,dark,,50.5,4,1
492,Shaymin,"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30720,100,600,45,103,75,0.2,100,120,75,127,grass,grass,2.1,4,1
493,Arceus,['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,720,3,120,120,3.2,120,120,120,120,normal,,320,4,1
494,Victini,['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,30720,100,600,3,100,100,0.4,100,100,100,100,psychic,fire,4,5,1
495,Snivy,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,308,45,45,55,0.6,45,45,55,63,grass,,8.1,5,0
496,Servine,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,413,45,60,75,0.8,60,60,75,83,grass,,16,5,0
497,Serperior,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,528,45,75,95,3.3,75,75,95,113,grass,,63,5,0
498,Tepig,"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,308,45,63,45,0.5,65,45,45,45,fire,,9.9,5,0
499,Pignite,"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,418,45,93,55,1,90,70,55,55,fire,fighting,55.5,5,0
500,Emboar,"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,528,45,123,65,1.6,110,100,65,65,fire,fighting,150,5,0
501,Oshawott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,308,45,55,45,0.5,55,63,45,45,water,,5.9,5,0
502,Dewott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,413,45,75,60,0.8,75,83,60,60,water,,24.5,5,0
